Name,Category,Address/Details,City,Rating
Dr Kamran Aziz Clinic,Medical Specialist,"Doctor 2W2P+C5G, Doctor Plaza, Circular Rd, Sheranwala Gate",Haripur,5.0
Dr Salahuddin Nephrologist,Nephrologist,Nephrologist noorzada0346gmail.com,Haripur,4.64
Dr Tahir Angez Khan AL MEEZAN HEALTHCARE AND DIABETES CENTRE,Endocrinologist,"Private hospital AURANGZAIB PLAZA, Dheenda Rd, opposite DOCTORS SOCIETY",Haripur,5.0
Dr Kamran Aziz Clinic,Endocrinologist,"Doctor 2W2P+C5G, Doctor Plaza, Circular Rd, Sheranwala Gate",Haripur,5.0
Dr Javed Sarwar Medical Specialist Clinic,Medical Specialist,"Doctor GT Road, near NADRA Office",Haripur,4.1
Dr Shah Bano Hospital,Medical Specialist,Maternity hospital Tehsil Rd,Haripur,4.1
Dr Tahiŕ Angez Khan clinic,Medical Specialist,Doctor Circular Rd,Haripur,4.0
Dr Manzoor Hospital,Medical Specialist,"Hospital 2W2P+QRC, Fort Rd, near city police station",Haripur,4.8
"Dr Hina Aziz, Endocrinologist, Diabetologist and Medical specialist",Medical Specialist,"Doctor Alaya medical centre, golra road, main double road",Haripur,4.9
Dr Javed Sarwar Medical Specialist Clinic,Medical Specialist,"Doctor GT Road, near NADRA Office",Haripur,4.1
Dr Kamran Aziz Clinic,Medical Specialist,"Doctor 2W2P+C5G, Doctor Plaza, Circular Rd, Sheranwala Gate",Haripur,5.0
Dr Tahiŕ Angez Khan clinic,Medical Specialist,Doctor Circular Rd,Haripur,4.0
Dr Shah Bano Hospital,Medical Specialist,Maternity hospital Tehsil Rd,Haripur,4.1
Dr Manzoor Hospital,Medical Specialist,"Hospital 2W2P+QRC, Fort Rd, near city police station",Haripur,4.8
Dr Omer Hassaan Aftab Ahmad Gastroenterologist and Hepatologist,Gastroenterologist,"Gastroenterologist 12-A, LG Floor, Omer Diagnostic Specialist Clinics, CBC Plaza",Haripur,4.9
Dr Yousuf's clinic,Gastroenterologist,"Medical clinic 2W2J+HP3, Circular Rd",Haripur,4.64
Dr Hafiz Mohammad Zubair Gastroenterologist / Diabetes specialist / Medical specialist in islamabad,Medical Specialist,"Gastroenterologist G, 9/1 Street 30",Haripur,4.9
Dr Shah Bano Hospital,Medical Specialist,Maternity hospital Tehsil Rd,Haripur,4.1
Dr Javed Sarwar Medical Specialist Clinic,Medical Specialist,"Doctor GT Road, near NADRA Office",Haripur,4.1
Dr Kamran Aziz Clinic,Medical Specialist,"Doctor 2W2P+C5G, Doctor Plaza, Circular Rd, Sheranwala Gate",Haripur,5.0
Dr Javed Sarwar Medical Specialist Clinic,Medical Specialist,"Doctor GT Road, near NADRA Office",Haripur,4.1
Dr Kamran Aziz Clinic,Medical Specialist,"Doctor 2W2P+C5G, Doctor Plaza, Circular Rd, Sheranwala Gate",Haripur,5.0
Dr Sajjad Naseer Best Pulmonologist/Chest Specialist Associate Professor,Pulmonologist,Pulmonologist Islamabad Specialist Clinic,Haripur,4.9
Dr Kamran Aziz Clinic,Pulmonologist,"Doctor 2W2P+C5G, Doctor Plaza, Circular Rd, Sheranwala Gate",Haripur,5.0
Dr Fazal Akbar,Pulmonologist,"Pulmonologist Quaid-e-Azam International Hospital, Main Peshawar Rd near Golra Morr",Haripur,4.7
Dr abdullah pulmonologist(chest and respiratory physician at specialized doctors clinic),Pulmonologist,"Medical Center Specialized doctors clinic, shoukat plaza, parking, Korang Road, near Abl",Haripur,4.9
Dr M. Rehan Sarwar,Pulmonologist,"Medical clinic Chatri, Prime Care Hospital KRL road, Chowk",Haripur,4.9
Dr Javed Sarwar Medical Specialist Clinic,Medical Specialist,"Doctor GT Road, near NADRA Office",Haripur,4.1
Dr Kamran Aziz Clinic,Medical Specialist,"Doctor 2W2P+C5G, Doctor Plaza, Circular Rd, Sheranwala Gate",Haripur,5.0
Dr Omer Hassaan Aftab Ahmad Gastroenterologist and Hepatologist,Gastroenterologist,"Gastroenterologist 12-A, LG Floor, Omer Diagnostic Specialist Clinics, CBC Plaza",Haripur,4.9
Dr Yousuf's clinic,Gastroenterologist,"Medical clinic 2W2J+HP3, Circular Rd",Haripur,4.64
Dr Javed Sarwar Medical Specialist Clinic,Medical Specialist,"Doctor GT Road, near NADRA Office",Haripur,4.1
Dr Sajid Naseem Rheumatologist,Rheumatologist,Rheumatologist Ali Medical Centre,Haripur,5.0
Dr Kamran Aziz Clinic,Rheumatologist,"Doctor 2W2P+C5G, Doctor Plaza, Circular Rd, Sheranwala Gate",Haripur,5.0
Dr Saadia Riaz Rheumatologist,Rheumatologist,Rheumatologist Islamabad Specialist Clinic Kiran Plaza,Haripur,4.5
Dr Anum Khan,Rheumatologist,"Rheumatologist Bahria International Hospital, Abu-Bakar Ave",Haripur,5.0
Dr Ali Abbas Clinic,Rheumatologist,Doctor Noor Surgical Hospital,Haripur,4.9
Dr Muhammad Adeel Clinic,Orthopedic Surgeon,Orthopedic clinic 2W2P+G68,Haripur,4.64
Dr Tahiŕ Angez Khan clinic,Orthopedic Surgeon,Doctor Circular Rd,Haripur,4.0
Dr Yousuf's clinic,Orthopedic Surgeon,"Medical clinic 2W2J+HP3, Circular Rd",Haripur,4.64
Dr Amir Riyasat Hussain,Orthopedic Surgeon,"Apartment complex 2V3X+CC9, Road",Haripur,5.0
Dr Kamran Aziz Clinic,Orthopedic Surgeon,"Doctor 2W2P+C5G, Doctor Plaza, Circular Rd, Sheranwala Gate",Haripur,5.0
Dr M Arif Eye Clinic,Ophthalmologist,"Medical clinic XWXP+697, Circular Rd, Mohallah Ramzani",Haripur,4.0
Dr.Muhammad Eye care centre,Pediatrician,"Pediatric ophthalmologist Gas filler, cirular road",Haripur,4.64
Dr Tahir Mushtaq Clinic,Pediatrician,"Doctor 2W2P+9CF, Circular Rd, Mohallah Ramzani",Haripur,5.0
"Dr Hafiz Imran Psychiatrist & Psychotherapist,( MBBS,MCPS,FCPS,CCBT,CAMH-C)",Psychiatrist,"Mental health service hospital, Dakhkana road Mehrunissa",Haripur,4.64
"Dr Hafiz Imran Psychiatrist & Psychotherapist,( MBBS,MCPS,FCPS,CCBT,CAMH-C)",Psychiatrist,"Mental health service hospital, Dakhkana road Mehrunissa",Haripur,4.64
"Dr Yousuf health care ….Ear, Nose Throat Clinic",Psychiatrist,"Specialized clinic Naeem khan market National highway, N-35, opposite Total petrol pump",Haripur,4.9
Dr Khan Afsar Clinic ENT,Psychiatrist,Doctor 2W4M+2MM,Haripur,3.1
Dr Kamran Aziz Clinic,Psychiatrist,"Doctor 2W2P+C5G, Doctor Plaza, Circular Rd, Sheranwala Gate",Haripur,5.0
Dr Israr Hussain's Clinic,Allergist,"Allergist Main pir wadhai road, Service Road I-12 South",Haripur,4.2
Dr Yousuf's clinic,Allergist,"Medical clinic 2W2J+HP3, Circular Rd",Haripur,4.64
"Dr Yousuf health care ….Ear, Nose Throat Clinic",Allergist,"Specialized clinic Naeem khan market National highway, N-35, opposite Total petrol pump",Haripur,4.9
Dr Kamran Aziz Clinic,Allergist,"Doctor 2W2P+C5G, Doctor Plaza, Circular Rd, Sheranwala Gate",Haripur,5.0
Dr Khan Afsar Clinic ENT,Allergist,Doctor 2W4M+2MM,Haripur,3.1
Dr Arif Hussain Children Specialist,Pediatrician,Pediatrician,Haripur,5.0
Dr Israr Hussain's Clinic,Allergist,"Allergist Main pir wadhai road, Service Road I-12 South",Haripur,4.2
Dr Yousuf's clinic,Allergist,"Medical clinic 2W2J+HP3, Circular Rd",Haripur,4.64
Dr Shah Bano Hospital,Allergist,Maternity hospital Tehsil Rd,Haripur,4.1
Dr Kamran Aziz Clinic,Allergist,"Doctor 2W2P+C5G, Doctor Plaza, Circular Rd, Sheranwala Gate",Haripur,5.0
Dr Yousuf's clinic,Allergist,"Medical clinic 2W2J+HP3, Circular Rd",Haripur,4.64
Dr Arif Hussain Children Specialist,Pediatrician,Pediatrician,Haripur,5.0
Dr Ali Abbas Clinic,Pediatrician,Doctor Noor Surgical Hospital,Haripur,4.9
Dr Javed Sarwar Medical Specialist Clinic,Medical Specialist,"Doctor GT Road, near NADRA Office",Haripur,4.1
Dr Tahiŕ Angez Khan clinic,Medical Specialist,Doctor Circular Rd,Haripur,4.0
Dr Kayani's Pain Relief Clinic,Ophthalmologist,Pain control clinic Al Shifa Tower Al Shifa Trust Eye Hospital Jhelum Road,Haripur,4.8
Dr ishtiaq ur rehman orakzai,Plastic Surgeon,Plastic surgeon,Haripur,4.9
Dr Ahmed Ali (Plastic & Cosmetic surgeon),Surgeon,Plastic surgeon,Haripur,5.0
Dr Ali Abbas Clinic,Surgeon,Doctor Noor Surgical Hospital,Haripur,4.9
Dr Shah Bano Hospital,Surgeon,Surgeon Tehsil Rd,Haripur,4.1
Dr Javed Sarwar Medical Specialist Clinic,Medical Specialist,"Doctor GT Road, near NADRA Office",Haripur,4.1
Dr Javed Sarwar Medical Specialist Clinic,Medical Specialist,"Doctor GT Road, near NADRA Office",Haripur,4.1
Dr Tahir Angez Khan AL MEEZAN HEALTHCARE AND DIABETES CENTRE,Endocrinologist,"Private hospital AURANGZAIB PLAZA, Dheenda Rd, opposite DOCTORS SOCIETY",Haripur,5.0
Dr Manzoor Hospital,Endocrinologist,"Hospital 2W2P+QRC, Fort Rd, near city police station",Haripur,4.8
Dr Shah Bano Hospital,Endocrinologist,Maternity hospital Tehsil Rd,Haripur,4.1
Dr Kamran Aziz Clinic,Endocrinologist,"Doctor 2W2P+C5G, Doctor Plaza, Circular Rd, Sheranwala Gate",Haripur,5.0
Dr Ali Abbas Clinic,Endocrinologist,Doctor Noor Surgical Hospital,Haripur,4.9
Dr Muhammad Adeel Clinic,Orthopedic Surgeon,Orthopedic clinic 2W2P+G68,Haripur,4.64
Dr Javed Sarwar Medical Specialist Clinic,Medical Specialist,"Doctor GT Road, near NADRA Office",Haripur,4.1
Dr Irfan Masud Orthopaedics,Orthopedic Surgeon,"Orthopedic surgeon Maroof International Hospital, Main Margalla Rd",Haripur,4.9
Dr Arif Hussain Children Specialist,Pediatrician,Pediatrician,Haripur,5.0
Dr Nasir Child Specialist,Pediatrician,"Doctor 2W2P+G6F, Circular Rd, Sheranwala Gate",Haripur,3.9
Dr Arif Hussain Children Specialist,Pediatrician,Childrens hospital,Haripur,5.0
"Dr Sultan Mardan skin Care and Laser Clinic ""The Hania's Signature""",Dermatologist,"Skin care clinic Opposit DHQ Hospital, Bahadur Khan Plaza Near Gajju khan Road, Shamsi Rd",Toru,4.9
Dr Nabi Rahman,Pulmonologist,Pulmonologist Mardan Medical Complex,Toru,5.0
Dr Zia Clinic,Pulmonologist,Medical clinic 536P+MCW,Toru,4.8
Dr.Noor Hussain's Clinic,Pulmonologist,"Doctor 52RX+M24, Zeeshan Medical Centre, Shamsi Rd, Guli Bagh Colony",Toru,5.0
Dr Fatima Muslim,Gynecologist,"Gynecologist Room 33, From Monday - Friday Main OPD Department, Medical Complex",Toru,4.8
Dr Sajjad Ali Chest Specialist Clinic Mardan,Gynecologist,Medical clinic HODGSON SCRUB WEAR,Toru,4.7
Dr Tariq Ahmad,Gynecologist,Medical clinic 52RV+PHF,Toru,5.0
Dr Rizwan Kundi,Urologist,"Urologist Room 32, Main OPD Department Mardan Medical Complex",Toru,5.0
Dr Zia Ur Rehman Clinic,Urologist,Medical clinic 53C9+62V,Toru,3.7
Dr Amber Shah,Urologist,"Doctor 42XG+GRH, Nowshera Mardan Rd",Toru,4.3
Dr.Amir Hussain Clinic,Urologist,"Doctor 1091 Bilal Rd, near Sitara Tower",Toru,4.6
"Dr Ata ur Rehman, Consultant Rheumatologist",Rheumatologist,"Doctor Plot 563, B Ground",Toru,4.6
Dr Salman Azhar | Best Medical Specialist in Faisalabad,Medical Specialist,"Doctor Maqsooda Zia Executive Clinics, Sargodha Rd, near Allied Morre",Toru,4.8
Dr.Iltifat Clinic,Medical Specialist,Doctor,Toru,4.3
Dr Iltifat Sultan's Clinic,Pulmonologist,Pulmonologist 687-B Satayana Rd,Toru,3.6
"Dr Sultan Mardan skin Care and Laser Clinic ""The Hania's Signature""",Dermatologist,"Skin care clinic Opposit DHQ Hospital, Bahadur Khan Plaza Near Gajju khan Road, Shamsi Rd",Toru,4.9
Dr M.Israr CLINIC,Dermatologist,"General practitioner 93R7+8CV, Dheri Rd",Toru,5.0
Dr Amber Shah,Dermatologist,"Doctor 42XG+GRH, Nowshera Mardan Rd",Toru,4.3
Dr.Mir Wais (General & Laparascopic Surgeon),Surgeon,Surgeon Baba Medical Center,Toru,5.0
Dr Salman Azhar | Best Medical Specialist in Faisalabad,Medical Specialist,"Doctor Maqsooda Zia Executive Clinics, Sargodha Rd, near Allied Morre",Toru,4.8
"Dr Faheem Khan, General, Laparoscopic & Bariatric Surgeon",Surgeon,Surgeon Dar ul Shifa Hospital,Toru,5.0
Dr Usman Farooq,Surgeon,Doctor Aslam Healthcare Skyline Jumeriah Arcade,Toru,4.3
Dr.M.Farooq Sheikh (General Practitioner),General Practitioner,"Doctor Kohati basar, Bazar, near Murree Road",Toru,5.0
Dr.Muhammad Sohrab Khan,General Practitioner,General practitioner Mardan Medical Complex MTI,Toru,4.64
Dr Bayazeed (General Surgeon),Surgeon,"Doctor Clock tower, Main Shamsi Rd, near DHQ Hospital",Toru,1.0
Dr Yawar Abbas,Pediatrician,"Pediatrician 432 C Kashmir Rd, behind Jaamia Masjid Sadaf",Toru,5.0
Dr Asma Saad Consultant Pediatrician,Pediatrician,Child health care centre,Toru,5.0
"Dr Sidra Mushtaq (Consultant Gynecologist) MBBS, FCPS Gynae & Obs.",Gynecologist,Gynecologist Professors Hospital,Toru,5.0
Dr Rimla Ayesha (Consultant Gynaecologist and Obstetrician),Consultant Gynaecologist and Obstetrician,"Gynecologist Faisal Hospital, 673 A Lower Canal Rd E",Toru,5.0
Dr hafsa tahir gynecologist,Gynecologist,Obstetrician-gynecologist 199 b B,Toru,5.0
Dr Noreen Rashid Gynacologist,Gynecologist,Medical clinic 677-B Satayana Rd,Toru,3.7
Dr Sadia Khan Obstetrician and Gynecologist,Gynecologist,"Medical group C4WR+5J8, near Dr. sadia khan clinic",Toru,3.4
Dr Sadaf Gynecologists,Gynecologist,Hospital C3RV+RFG,Toru,5.0
Dr Obaid skin and laser clinic,Dermatologist,"Dermatologist Shamsi road, clock tower, 3rd floor, clinic, 23, 24",Toru,4.7
"Dr Sultan Mardan skin Care and Laser Clinic ""The Hania's Signature""",Dermatologist,"Skin care clinic Opposit DHQ Hospital, Bahadur Khan Plaza Near Gajju khan Road, Shamsi Rd",Toru,4.9
Dr Zill e Huma Tariq,Dermatologist,"Dermatologist Junaid Medical Complex, Malakand Rd",Toru,4.7
Dr Rahila Asif Skin Clinic,Dermatologist,Dermatologist 311-b Hakeem Sultan Ahmad Dawoodi Rd,Toru,4.0
Dr Farah Khurram | Skin & Laser Specialist | Consultant Dermatologist,Dermatologist,Dermatologist C493+2M4 AL- Faisal Hospital,Toru,5.0
Dr Hamza Abbas khan,Dermatologist,"Dermatologist Shop no y1, y2 Shamsi Rd",Toru,3.4
Dr Rizwan Ullah khan Cardiology Clinic,Cardiologist,"Cardiologist TMA PLAZA, CLINIC NO B 14 CLOCKTOWER, Shamsi Rd",Toru,5.0
"Dr Muhammad Jahangeer Sarwar (Heart-Specialist, Echocardiography) MBBS FCPS Cardiology","Heart-Specialist, Echocardiography","Cardiologist The Canal Hospital, Tatha Pull, Canal Expy, near Treat Bakers",Toru,5.0
"Dr Shakeel Ahmad (Heart Specialist) MBBS, FCPS Cardiology",Heart Specialist,"Cardiologist Happyheartclinic, east, Canal Expy",Toru,5.0
Dr Shafiq Alam ( Mardan Heart Clinic), Mardan Heart Clinic,"Cardiologist Mardan medical complex, opd block, IBp clinic 22",Toru,5.0
Dr.Mushtaq Ahmed,Cardiologist,Cardiologist SMI,Toru,5.0
Dr Hameed-ur-Rehman Clinic,Cardiologist,"Cardiologist Gaju Khan Rd, near Dr Shareef gul clinic bahadar",Toru,4.8
Dr Imtiaz Ahmad Pediatric Cardiologist,Cardiologist,Pediatric cardiologist,Toru,4.9
Dr zeeshan afzal cardiologist clinic,Cardiologist,Medical clinic,Toru,5.0
Dr Haider Chaudhry,Neurologist,Neurologist C467+93J,Toru,4.4
Dr Hafiz M Junaid Neurosurgeon / Brain and Spine Surgeon / Neurologist / Psychiatrist,Surgeon,"Neurosurgeon Siddique Medical Complex, Millat chowk, opposite Patan mart, near Nadra office",Toru,5.0
Dr Hafiz M Junaid Neurosurgeon / Brain and Spine Surgeon / Neurologist / Neuropsychiatrist,Surgeon,"Neurologist IDC saleemi chowk 563-B1, Satiana Road,Peoples Colony, Service lane, near ideal Bakery",Toru,5.0
Dr Arslan Hassan Awan,Neurologist,Neurologist C397+6RM AL Rehman hospital,Toru,5.0
Dr.GoharZaman CLINIC,Neurologist,Medical clinic 52XG+624,Toru,5.0
Dr Mahmood Ismail Neuro Physician,Neurologist,Neurologist Street 1,Toru,5.0
Dr Muhammad Bilal Waheed,Neurologist,"Neurologist Prime care hospital, near dewan e hassan bankuet hall",Toru,4.8
Dr Naveed Alam | Best Consultant Neurologist in Mujahid Hospital Faislaabad,Neurologist,Hospital Mujahid Hospital,Toru,4.8
Dr sohail Amir,Surgeon,"Neurosurgeon 52RW+RM3 IhsanMadical center, Shamsi Rd",Toru,4.64
Dr Azam Aslam & Dr.Faizan Aslam,Neurologist,Neurologist P-15,Toru,4.6
Dr Tariq Anwar,Neurologist,"Doctor 52RV+VR8, Al-Maroof Market, Shamsi Rd, Islampura",Toru,4.3
Dr Adnan Akhtar,Nephrologist,"Nephrologist Clinic 32, Main OPD Department, Medical Complex",Toru,4.6
Dr Muhammad Usman Nephrologist/Kidney Specialist,Nephrologist,Nephrologist 673-A Lower Canal Rd E,Toru,4.6
Dr Hilal Ahmad Malla,Nephrologist,"Nephrologist OPD - 11, Majitha-Verka By Pass",Toru,5.0
Dr khawar Sultan-Nephrologist,Medical Specialist,"Nephrologist Al Rehman Plaza, Shabbir Sharif Road",Toru,4.9
Dr Wasif Baig Kidney Care Clinic,Nephrologist,"Nephrologist Islamabad Diagnostic CenterIDC, Faisalabad Specialist Clinic, 563-B Satayana Rd, near Ideal Bakery",Toru,4.9
Dr Ijaz,Nephrologist,Medical clinic,Toru,4.7
Dr Shahid Shehzad,Endocrinologist,"Endocrinologist Clinic 16, Main OPD Department, Medical Complex",Toru,5.0
"Dr Syed Hamid Habib Diabetes, Obesity & Weight loss Clinic",Endocrinologist,"Endocrinologist 52RV+XG5 Sheikh Yaseen Medical Centre, Shamsi Rd",Toru,5.0
Dr Pir Alam Said Clinic,Endocrinologist,"Diabetologist clock tower, N45 Shamsi Rd",Toru,5.0
Dr Naseer Diabetes and Endocrinology Clinic swat,Endocrinologist,"Endocrinologist Khyber Hospital, opp. Centeral Hospital",Toru,5.0
Dr Ibrar Ahmad Endocrinologist,Endocrinologist,"Endocrinologist Khatak Medical Centre Hospital, Clinic No 14 1st floor",Toru,3.7
"Dr Faryal Mehmood – Endocrinologist, Diabetes Specialist in Islamabad (F8 Clinic)",Endocrinologist,Doctor Kiran Plaza,Toru,3.8
Dr Salma Diabetes and Endocrine Clinic,Endocrinologist,"Medical clinic Ground Floor G-4, Square",Toru,4.8
Dr Sobia Sabir,Endocrinologist,Endocrinologist Clinic No 12,Toru,3.9
Dr Muhammad Sohail,Gastroenterologist,"Gastroenterologist Clock tower, Shamsi Rd",Toru,5.0
"Dr Umair Shafqat, Gastroenterologist, Stomach and Liver Specialist. ڈاکٹر عمیر شفقت، ماہر امراضِ معدہ و جگر",Gastroenterologist,"Gastroenterologist W, Near treat bakers East Canal Road, Block",Toru,5.0
Dr Hyder Abbasi Gastroenterologist & Hepatologist,Gastroenterologist,"Gastroenterologist Care Plus Medical Center, Crescent Arcade, Markaz Rd",Toru,5.0
Dr Omer Hassaan Aftab Ahmad Gastroenterologist and Hepatologist,Gastroenterologist,"Gastroenterologist 12-A, LG Floor, Omer Diagnostic Specialist Clinics, CBC Plaza",Toru,4.9
Dr Zaid Gul | Liver and Stomach Care | Gastroenterologist and Hepatologist,Gastroenterologist,Gastroenterologist Faisal Hospital,Toru,4.8
Dr LIAQAT (GASTROENTEROLOGIST & HEPATOLOGIST),Gastroenterologist,"Medical clinic Shamsi, Bahadur Medical centre, Road",Toru,4.64
Dr Hussain Tariq Chattha,Gastroenterologist,"Medical Center Faisal Hospital, 673-A Lower Canal Rd E, near Abdullah Pur",Toru,4.9
Dr Taimoor Hafeez Janjua Gastroenterologist,Gastroenterologist,"Gastroenterologist Premium International Hospital, Markaz",Toru,5.0
Dr YOUNAS AHMAD(GASTROENTEROLOGIST)STOMACH SPECIALIST HEPATITIS SPECIALIST&Endoscopy care centre,Gastroenterologist,Gastroenterologist Room C 9 C 10 Third Floor Khyber Medical Centre,Toru,5.0
"Dr Habib Raja MBBS , FCPS , Gastroenterologist in Lahore",Gastroenterologist,Gastroenterologist 7,Toru,4.9
Dr Rana Qamar javed Cancer Care Clinic,Oncologist,Cancer treatment center National Hospital,Toru,4.7
Dr Mohammad Fahim ur Rehman Hospital,Oncologist,"Hospital House 135-C, Hakeem Sultan Ahmad Dawoodi Rd, near Shiblee College for boys",Toru,5.0
Dr Mohammad Fahim ur Rehman Hospital,Oncologist,"Hospital House 135-C, Hakeem Sultan Ahmad Dawoodi Rd, near Shiblee College for boys",Toru,5.0
Dr Rana Qamar javed Cancer Care Clinic,Oncologist,Hospital National Hospital,Toru,4.7
Dr Abdul Wahab Afridi,Pulmonologist,"Pulmonologist Mmc General Hospital, Shinwari Town, Peshawar Ring Rd.",Toru,4.9
Dr Nabi Rahman,Pulmonologist,Pulmonologist Mardan Medical Complex,Toru,5.0
Dr Muhammad Awais,Pulmonologist,"Pulmonologist Clinic 32 Dental Section, Main OPD Department, Medical Complex",Toru,5.0
Dr Sajjad Ali Chest Specialist Clinic Mardan,Pulmonologist,Medical clinic HODGSON SCRUB WEAR,Toru,4.7
Dr Sajjad Naseer Best Pulmonologist/Chest Specialist Associate Professor,Pulmonologist,Pulmonologist Islamabad Specialist Clinic,Toru,4.9
Dr Iltifat Sultan's Clinic,Pulmonologist,Pulmonologist 687-B Satayana Rd,Toru,3.6
"Dr shahJehan (Pulmonologist, Tuberculosis, Internist, Infectious Disease Specialist)",Pulmonologist,"Pulmonologist Saad Ullah Shah Market Kechehri, chowk",Toru,4.9
Dr Syed Ijaz Ali Shah,Pulmonologist,"Pulmonologist 53R2+QPF Khyber hospital, Shamsi Rd",Toru,4.64
Dr Zia Ul Haq,Pulmonologist,"Pulmonologist Peshawar Institute of Medical Sciences, PIMS, Plot-2 St 2",Toru,5.0
Dr Anila Basit Chest & TB Clinic ڈاکٹر انیلا باسط چیسٹ اینڈ ٹی بی کلینک,Pulmonologist,"Pulmonologist Abaseen Hospital, Kohat Rd",Toru,4.6
Dr Saif ur Rahman,Pulmonologist,Pulmonologist,Toru,5.0
Dr Umar Pulmonologist,Pulmonologist,"Pulmonologist Room no, Pak Medical Center and Hospital, 129 Khyber Bazar Rd",Toru,4.9
Dr Abdul Malik Safi,Pulmonologist,"Pulmonologist Soekarno Square Karachi Market, Room no 2B",Toru,4.7
"Dr Umair Shafqat, Gastroenterologist, Stomach and Liver Specialist. ڈاکٹر عمیر شفقت، ماہر امراضِ معدہ و جگر",Gastroenterologist,"Gastroenterologist W, Near treat bakers East Canal Road, Block",Toru,5.0
Dr Shahid Rasool Liver Clinic,Gastroenterologist,"Gastroenterologist 656-C Satayana Rd, opposite Chughtai Medical Centre Saleemi Chowk",Toru,4.1
Dr Zaid Gul | Liver and Stomach Care | Gastroenterologist and Hepatologist,Gastroenterologist,Gastroenterologist Faisal Hospital,Toru,4.8
"Dr Ata ur Rehman, Consultant Rheumatologist",Rheumatologist,"Doctor Plot 563, B Ground",Toru,4.6
Dr Khalid Parvez Babar,Rheumatologist,"Rheumatologist The CANAL Hospital 3-W Block, East Canal Road",Toru,4.9
Dr Naseem Arshad,Rheumatologist,Rheumatologist 571-B Satayana Rd,Toru,5.0
Dr Saadia Riaz Rheumatologist,Rheumatologist,Rheumatologist Islamabad Specialist Clinic Kiran Plaza,Toru,4.5
"Dr Suleman Khan FRCP, Consultant Rheumatologist",Rheumatologist,Rheumatologist Third Floor Afridi Medical Complex,Toru,4.1
Dr Zafar Ayub Khan Rheumatologist,Rheumatologist,Rheumatologist Khyber Medical center,Toru,5.0
Dr Sajid Naseem Rheumatologist,Rheumatologist,Rheumatologist Ali Medical Centre,Toru,5.0
Dr Saqib Adnan Rheumatologist,Rheumatologist,Rheumatologist Rheumatology Department OPD Lady Reading Hospital,Toru,5.0
Dr Pir Muhammad Zahid Rheumatologist,Rheumatologist,Rheumatologist Khyber Medical center,Toru,5.0
Dr Muhammad Waseem Aarbi street,Rheumatologist,"Doctor PX9M+5V6, Unnamed Road",Toru,3.0
Dr Abdul Rehman,Orthopedic Surgeon,"Orthopedic surgeon Mujahid Hospital, Green Belt Rd",Toru,4.7
Dr Asghar Butt,Orthopedic Surgeon,Orthopedic clinic F34M+3C9,Toru,5.0
Dr Muhammad Adeel Javed,Surgeon,"Orthopedic surgeon Rubina Memorial Hospital, Satiana Road",Toru,4.9
Dr.Shahzad Mahmood Shahid Orthopedic Surgeon,Surgeon,Orthopedic surgeon F37J+GF2,Toru,5.0
Dr Zulfiqar (Orthopedic),"Orthopedic, Orthopedic Surgeon","Doctor C3VV+5G6, Street Number 9",Toru,4.0
Dr Riaz Malik Hospital,Orthopedic Surgeon,Orthopedic clinic C2QV+WXX,Toru,4.6
Dr Farman Ali (Orthopedic Surgeon),Surgeon,Private hospital Faisal Hospital,Toru,5.0
Dr Muhammad Shafique Zahid || Orthopaedic Surgeon || Ex HoD Social Security Hospital,Surgeon,"Orthopedic surgeon Ahmed polyclinic, Satiyana road, on the back of ideal bakery",Toru,5.0
Dr Rizwan Kundi,Urologist,"Urologist Room 32, Main OPD Department Mardan Medical Complex",Toru,5.0
Dr Adnan Qayum Urologist,Urologist,"Urology clinic Akbar Medical Complex, Jail Rd, opposite MMC",Toru,5.0
Dr Numan Alam Urology Clinic ®,Urologist,"Urology clinic Clock Tower, Shamsi Rd",Toru,5.0
Dr Izhar Kidney & Prostate Care Clinic,Nephrologist,"Urology clinic Sheikh Yaseen Medical Plaza, 2nd",Toru,5.0
Dr umar habib,Urologist,Urologist Professors hospital old saad surgimed building satiana,Toru,5.0
Dr Muhammad Asif,Urologist,"Urology clinic 52RV+WF7, Sham Gunj Street No1",Toru,4.0
Dr Syed Amir Hamza,Ophthalmologist,"Ophthalmologist Clinic 10, Main OPD Department, Medical Complex",Toru,5.0
"Dr Muhammad Arslan Babar, Eye Specialist",Ophthalmologist,"Doctor Chugtai Medical Center, 571-B Satayana Rd",Toru,5.0
Dr Muhammad Anjum Khalid Eye specialist Clinic,Ophthalmologist,"Health spa Shamsi Rd, opposite Eid Gah Road",Toru,3.5
Dr Aziz Jan Bashir,Ophthalmologist,"Ophthalmologist Tehsil area, opposite to civil courts",Toru,5.0
Dr Usman Attique (Eye Specialist),Eye Specialist,Eye care center 2H34+H6,Toru,5.0
Dr Muhammad Muslim,Psychiatrist,"Psychiatrist Clinic 33, Main OPD Department, Medical Complex",Toru,4.7
Dr Nazia Tanveer Consultant Psychiatrist,Psychiatrist,"Psychiatrist Mind and soul cafe Sitara smart city Arif road, Munnia walla stop near zee garden, Sheikupura road",Toru,4.6
Dr Ijaz Gul professor of psychiatry,Psychiatrist,"Psychiatrist 52RJ+6JF, Canal Rd",Toru,3.5
Dr Javaid Nabi Psychiatry Clinic,Psychiatrist,"Mental health service C3Q3+Q53, Fareed Rd",Toru,5.0
